Mã bản tin,Tên xe,Giá tiền,Ngày đăng bài,Năm sản xuất,Nhiên liệu,Kiểu dáng,Tình trạng,Số km đã đi,Hộp số,Xuất xứ,Địa điểm,URL
23368645,Chevrolet Captiva LTZ 2015,358000000.0,21/09/2025,2015,Máy xăng,SUV,Xe cũ,55000,Số tự động,Trong nước,Tân Phú - Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-captiva-hcm/can-ban-ltz-doi-2015-auto-odo-55000km-mau-trang-gd-su-dung-moi-98-aidxc23368645
23371649,Chevrolet Captiva 2015,315000000.0,30/09/2025,2015,Máy xăng,SUV,Xe cũ,90000,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-captiva-hcm/gia-dinh-doi-xe-4-cho-ban-7-cho-aidxc23371649
23370828,Chevrolet Captiva LTZ 2009,176000000.0,27/09/2025,2009,Máy xăng,SUV,Xe cũ,120000,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-captiva-hcm/ltz-maxx-24-at-model-2010-aidxc23370828
23301992,Chevrolet Captiva LTZ AT 2015,365000000.0,12/09/2025,2015,Máy xăng,SUV,Xe cũ,67000,Số tự động,Trong nước,Quận 10 - Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-captiva-hcm/so-tu-dong-moi-90-aidxc23301992
23371847,Chevrolet Captiva LS 2.4 2009,135000000.0,30/09/2025,2009,Máy xăng,SUV,Xe cũ,115000,Số tự động,Nhập khẩu,Lâm Đồng,https://oto.com.vn/mua-ban-xe-chevrolet-captiva-lam-dong/2009-ls-24-115000-km-aidxc23371847
23370847,Chevrolet Colorado High Country 2017,420000000.0,27/09/2025,2017,Máy xăng,Bán tải,Xe cũ,N/A,Số tự động,Nhập khẩu,Đắk Lắk,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-dak-lak/2017-so-tu-dong-tai-aidxc23370847
23370344,Chevrolet Colorado LT 2.5L 4×2 MT 2015,250000000.0,26/09/2025,2015,Máy dầu,Bán tải,Xe cũ,40000,Số sàn,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-ha-noi/2015-lt-25l-4x2-mt-40000-km-aidxc23370344
23368830,Chevrolet Colorado LTZ 2.8 AT 4x4 2015,300000000.0,22/09/2025,2015,Máy dầu,Bán tải,Xe cũ,100000,Số tự động,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-ha-noi/2015-ltz-28l-4x4-at-aidxc23368830
23370457,Chevrolet Colorado High Country 2017,400000000.0,26/09/2025,2017,Máy dầu,Bán tải,Xe cũ,200000,Số tự động,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-ha-noi/2017-high-country-28l-4x4-at-200000-km-aidxc23370457
23371217,Chevrolet Colorado LTZ 2.8 AT 4x4 2017,410000000.0,28/09/2025,2017,Máy dầu,Bán tải,Xe cũ,14,Số tự động,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-ha-noi/2017-ltz-28l-4x4-at-14-km-aidxc23371217
23369084,Chevrolet Colorado LT 2.5 MT 4x2 2018,300000000.0,22/09/2025,2018,Máy dầu,Bán tải,Xe cũ,250000,Số sàn,Nhập khẩu,Thanh Trì - Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-ha-noi/2018-lt-25-mt-2wd-250000-km-aidxc23369084
23369566,Chevrolet Colorado ltz 2.8l at 4x4 2017,382000000.0,24/09/2025,2017,Máy dầu,Bán tải,Xe cũ,1,Số tự động,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-ha-noi/ban-o-to-ltz-28l-4x4-at-2017-aidxc23369566
23364178,Chevrolet Colorado LTZ 2.8 AT 4x4 2017,390000000.0,11/09/2025,2017,Máy dầu,Bán tải,Xe cũ,130000,Số tự động,Nhập khẩu,Hoàng Mai - Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-ha-noi/full-option-dinh-noc-kich-tran-aidxc23364178
23371881,Chevrolet Colorado LT 2.5L 4×2 MT 2017,280000000.0,30/09/2025,2017,Máy dầu,Bán tải,Xe cũ,150000,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-hcm/2017-lt-25l-4x2-mt-aidxc23371881
23369907,Chevrolet Colorado ltz 2.8l at 4x4 2017,459000000.0,24/09/2025,2017,Máy dầu,Bán tải,Xe cũ,90000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-hcm/2017-ltz-28l-4x4-at-aidxc23369907
23372350,Chevrolet Colorado 2018,460000000.0,02/10/2025,2018,Máy dầu,Bán tải,Xe cũ,36000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-hcm/2018-36000-km-aidxc23372350
23372097,Chevrolet Colorado 2017,298000000.0,01/10/2025,2017,Máy dầu,Bán tải,Xe cũ,113000,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-hcm/ban-2017-may-dau-so-san-aidxc23372097
23372254,Chevrolet Colorado LTZ 2.5L 4×4 AT 2019,485000000.0,02/10/2025,2019,Máy dầu,Bán tải,Xe cũ,49079,Số tự động,Nhập khẩu,Khánh Hòa,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-khanh-hoa/ltz-25l-4x4-at-2019-cuc-moi-aidxc23372254
23367101,Chevrolet Colorado 2018,420000000.0,17/09/2025,2018,Máy dầu,Bán tải,Xe cũ,110000,Số tự động,Nhập khẩu,Bến Lức - Long An,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-long-an/2018-110000-km-aidxc23367101
23371951,Chevrolet Colorado 2015,298000000.0,01/10/2025,2015,Máy xăng,Bán tải,Xe cũ,120000,Số sàn,N/A,Quảng Ninh,https://oto.com.vn/mua-ban-xe-chevrolet-colorado-quang-ninh/2015-so-san-tai-aidxc23371951
23319244,Chevrolet Corvette 2014,3700000000.0,09/09/2025,2014,Máy xăng,Convertible,Xe cũ,36000,Số tự động,Nhập khẩu,Thuận An - Bình Dương,https://oto.com.vn/mua-ban-xe-chevrolet-corvette-binh-duong/dang-ki-lan-dau-2016-aidxc23319244
23371779,Chevrolet Cruze LS 1.6 2011,145000000.0,30/09/2025,2011,Máy xăng,Sedan,Xe cũ,200000,Số tự động,Trong nước,Bình Dương,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-binh-duong/2011-ls-16-200000-km-aidxc23371779
23370329,Chevrolet Cruze 1.6 MT 2017,229000000.0,25/09/2025,2017,Máy xăng,N/A,Xe cũ,108888,Số sàn,Trong nước,Dĩ An - Bình Dương,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-binh-duong/ban-so-san-may-dam-cuc-chat-chi-229tr-aidxc23370329
23347486,Chevrolet Cruze LTZ 2017,289000000.0,16/09/2025,2017,Máy xăng,Sedan,Xe cũ,58000,Số tự động,Trong nước,Dĩ An - Bình Dương,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-binh-duong/ban-xe-cu-chat-luong-cao-ho-tro-toan-quoc-aidxc23347486
23168945,Chevrolet Cruze LT 1.6 2017,255000000.0,25/09/2025,2017,Máy xăng,Sedan,Xe cũ,130000,Số tự động,Trong nước,Thuận An - Bình Dương,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-binh-duong/bao-duong-5000-km-thay-nhot-mot-lan-mien-phi-aidxc23168945
23371940,Chevrolet Cruze LT 2017,235000000.0,01/10/2025,2017,Máy xăng,Sedan,Xe cũ,65000,Số tự động,Nhập khẩu,Đồng Nai,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-dong-nai/2017-lt-65000-km-aidxc23371940
23369645,Chevrolet Cruze 2010,150000000.0,24/09/2025,2010,Máy xăng,Sedan,Xe cũ,91000,Số sàn,Trong nước,Đồng Tháp,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-dong-thap/2010-91000-km-aidxc23369645
23372399,Chevrolet Cruze LS 1.6 2011,159000000.0,02/10/2025,2011,Máy xăng,Sedan,Xe cũ,92000,Số sàn,Nhập khẩu,Hóc Môn - Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-hcm/2011-ls-16-92000-km-xe-tai-sai-gon-aidxc23372399
23372443,Chevrolet Cruze 2012,155000000.0,02/10/2025,2012,Máy xăng,Sedan,Xe cũ,90000,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-hcm/2012-xe-zin-dep-chinh-chu-odo-9v-aidxc23372443
23372345,Chevrolet Cruze LTZ 1.8 2016,259000000.0,02/10/2025,2016,Máy xăng,Sedan,Xe cũ,95000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-hcm/2016-ltz-18-at-95000-km-bstp-aidxc23372345
23368543,Chevrolet Cruze LT 1.6 2017,235000000.0,21/09/2025,2017,Máy xăng,Sedan,Xe cũ,80000,Số sàn,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-hcm/2017-lt-16l-80000-km-aidxc23368543
23362222,Chevrolet Cruze LTZ 1.8 2016,260000000.0,05/09/2025,2016,Máy xăng,Sedan,Xe cũ,50000,Số tự động,Trong nước,Tân Bình - Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-hcm/ltz-trang-2016-di-it-bao-duong-tot-aidxc23362222
23368396,Chevrolet Cruze LS 1.6 2013,170000000.0,20/09/2025,2013,Máy xăng,Sedan,Xe cũ,117000,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-hcm/xe-crure-doi-2013-xe-ca-nhan-di-aidxc23368396
23371673,Chevrolet Cruze LT 2016,198000000.0,30/09/2025,2016,Máy xăng,Sedan,Xe cũ,N/A,Số tự động,N/A,Ninh Bình,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-ninh-binh/2016-tai-aidxc23371673
23371750,Chevrolet Cruze LT 1.8 2011,148000000.0,30/09/2025,2011,Máy xăng,Sedan,Xe cũ,200000,Số tự động,Trong nước,Đông Giang - Quảng Nam,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-quang-nam/2011-lt-18-aidxc23371750
23369204,Chevrolet Cruze 2017,190000000.0,23/09/2025,2017,Máy xăng,Sedan,Xe cũ,190000,Số sàn,Nhập khẩu,Quảng Nam,https://oto.com.vn/mua-ban-xe-chevrolet-cruze-quang-nam/can-ra-di-em-chervolet-mau-do-dk-122017-aidxc23369204
23364391,Chevrolet Lacetti EX 1.6 MT 2011,119000000.0,11/09/2025,2011,Máy xăng,Sedan,Xe cũ,12000,Số sàn,Nhập khẩu,Đắk Nông,https://oto.com.vn/mua-ban-xe-chevrolet-lacetti-dak-nong/16mt-sx-2011-119-trieu-aidxc23364391
23371900,Chevrolet Lacetti CDX 2010,168000000.0,01/10/2025,2010,Máy xăng,Sedan,Xe cũ,150000,Số tự động,Nhập khẩu,Đồng Nai,https://oto.com.vn/mua-ban-xe-chevrolet-lacetti-dong-nai/cdx-2010-tu-dong-cua-noc-aidxc23371900
23361822,Chevrolet Lacetti EX 1.6 MT 2011,126000000.0,04/09/2025,2011,Máy xăng,Sedan,Xe cũ,122000,Số sàn,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-lacetti-ha-noi/16-2011-aidxc23361822
23370688,Chevrolet Lacetti EX 1.6 MT 2011,110000000.0,26/09/2025,2011,Máy xăng,Sedan,Xe cũ,195000,Số tự động,Trong nước,Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-lacetti-ha-noi/can-ban-2011-ex-16-mt-aidxc23370688
23365853,Chevrolet Lacetti 2009,126000000.0,17/09/2025,2009,Máy xăng,Sedan,Xe cũ,N/A,Số sàn,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-lacetti-ha-noi/nhap-khau-aidxc23365853
23003420,Chevrolet Lacetti EX 1.6 MT 2013,165000000.0,07/09/2025,2013,Máy xăng,Sedan,Xe cũ,150000,Số sàn,Trong nước,Đoan Hùng - Phú Thọ,https://oto.com.vn/mua-ban-xe-chevrolet-lacetti-phu-tho/sedan-5-cho-gia-re-may-so-ngon-than-vo-chac-chan-aidxc23003420
23368797,Chevrolet Matiz 2009,128000000.0,22/09/2025,2009,Máy xăng,Hatchback,Xe cũ,N/A,Số tự động,Trong nước,Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-matiz-ha-noi/so-tu-dong-aidxc23368797
23365766,Chevrolet Matiz 2009,125000000.0,16/09/2025,2009,Máy xăng,Hatchback,Xe cũ,N/A,Số tự động,Nhập khẩu,Hải Phòng,https://oto.com.vn/mua-ban-xe-chevrolet-matiz-hai-phong/so-tu-dong-tai-aidxc23365766
23365366,Chevrolet Matiz se 2009,128000000.0,13/09/2025,2009,Máy xăng,Hatchback,Xe cũ,82000,Số sàn,Nhập khẩu,Nghệ An,https://oto.com.vn/mua-ban-xe-chevrolet-matiz-nghe-an/2009-groove-chu-di-giu-aidxc23365366
23364871,Chevrolet Matiz 2009,128000000.0,12/09/2025,2009,Máy xăng,N/A,Xe cũ,N/A,Số tự động,N/A,Nghệ An,https://oto.com.vn/mua-ban-xe-chevrolet-matiz-nghe-an/2009-so-tu-dong-tai-aidxc23364871
23366005,Chevrolet Orlando LTZ 1.8 2016,340000000.0,15/09/2025,2016,Máy xăng,MPV,Xe cũ,106000,Số tự động,Nhập khẩu,Bình Định,https://oto.com.vn/mua-ban-xe-chevrolet-orlando-binh-dinh/2016-ltz-18-106000-km-aidxc23366005
23364058,Chevrolet Orlando LT 1.8 2017,235000000.0,11/09/2025,2017,Máy xăng,SUV,Xe cũ,140000,Số tự động,Nhập khẩu,Tân Uyên - Bình Dương,https://oto.com.vn/mua-ban-xe-chevrolet-orlando-binh-duong/2017-lt-18-140000-km-aidxc23364058
23367344,Chevrolet Orlando LTZ 1.8 2012,250000000.0,18/09/2025,2012,Máy xăng,MPV,Xe cũ,100,Số tự động,Nhập khẩu,Đà Nẵng,https://oto.com.vn/mua-ban-xe-chevrolet-orlando-da-nang/2012-ltz-18-100-km-aidxc23367344
23366683,Chevrolet Orlando LT 1.8 2017,299000000.0,16/09/2025,2017,Máy xăng,MPV,Xe cũ,96000,Số tự động,Nhập khẩu,Đồng Nai,https://oto.com.vn/mua-ban-xe-chevrolet-orlando-dong-nai/2017-lt-18-96000-km-aidxc23366683
23333387,Chevrolet Orlando LT 1.8 2017,295000000.0,17/06/2025,2017,Máy xăng,MPV,Xe cũ,85213,Số sàn,Trong nước,Hải Dương,https://oto.com.vn/mua-ban-xe-chevrolet-orlando-hai-duong/7-cho-rong-rai-aidxc23333387
23333538,Chevrolet Orlando LT 1.8 2017,295000000.0,18/06/2025,2017,Máy xăng,MPV,Xe cũ,86124,Số sàn,Trong nước,Hải Dương,https://oto.com.vn/mua-ban-xe-chevrolet-orlando-hai-duong/xe-7-cho-gia-re-aidxc23333538
23369275,Chevrolet Orlando LT 2011,183000000.0,23/09/2025,2011,Máy xăng,MPV,Xe cũ,100000,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-orlando-hcm/2011-100000-km-aidxc23369275
23367942,Chevrolet Orlando LT 1.8 2017,275000000.0,19/09/2025,2017,Máy xăng,SUV,Xe cũ,80000,Số tự động,Nhập khẩu,Khánh Hòa,https://oto.com.vn/mua-ban-xe-chevrolet-orlando-khanh-hoa/2017-lt-18-80000-km-aidxc23367942
23370267,Chevrolet Spark 2013,150000000.0,25/09/2025,2013,Máy xăng,Hatchback,Xe cũ,178000,Số tự động,Nhập khẩu,Bình Dương,https://oto.com.vn/mua-ban-xe-chevrolet-spark-binh-duong/2013-178000-km-aidxc23370267
23371539,Chevrolet Spark LTZ 1.0 AT 2014,150000000.0,29/09/2025,2014,Máy xăng,Hatchback,Xe cũ,217000,Số tự động,Trong nước,Bình Dương,https://oto.com.vn/mua-ban-xe-chevrolet-spark-binh-duong/2014-ltz-10-217000-km-aidxc23371539
23372507,Chevrolet Spark LT 2017,145000000.0,02/10/2025,2017,Máy xăng,Hatchback,Xe cũ,123,Số tự động,Trong nước,Cần Thơ,https://oto.com.vn/mua-ban-xe-chevrolet-spark-can-tho/2017-12-lt-aidxc23372507
23371614,Chevrolet Spark LT 1.0 MT 2012,130000000.0,30/09/2025,2012,Máy xăng,Hatchback,Xe cũ,155000,Số sàn,Trong nước,Thanh Khê - Đà Nẵng,https://oto.com.vn/mua-ban-xe-chevrolet-spark-da-nang/2012-lt-10-mt-155000-km-aidxc23371614
23370006,Chevrolet Spark LS 2014,155000000.0,25/09/2025,2014,Máy xăng,Hatchback,Xe cũ,78000,Số tự động,Trong nước,Đắk Lắk,https://oto.com.vn/mua-ban-xe-chevrolet-spark-dak-lak/2014-ls-10-78000-km-aidxc23370006
23372299,Chevrolet Spark LS 2016,136000000.0,02/10/2025,2016,Máy xăng,Hatchback,Xe cũ,13000,Số sàn,Trong nước,Đắk Lắk,https://oto.com.vn/mua-ban-xe-chevrolet-spark-dak-lak/2016-12-ls-13000-km-aidxc23372299
23369591,Chevrolet Spark LT 1.0 MT 2016,138000000.0,24/09/2025,2016,Máy xăng,Hatchback,Xe cũ,150000,Số sàn,Nhập khẩu,Đắk Lắk,https://oto.com.vn/mua-ban-xe-chevrolet-spark-dak-lak/2016-lt-10-mt-150000-km-aidxc23369591
23350347,Chevrolet Spark LTZ 2013,175000000.0,11/09/2025,2013,Máy xăng,Hatchback,Xe cũ,80000,Số tự động,Trong nước,Hoàng Mai - Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-spark-ha-noi/chinh-chu-su-dung-aidxc23350347
23372450,Chevrolet Spark 2014,122000000.0,02/10/2025,2014,Máy xăng,Hatchback,Xe cũ,N/A,Số sàn,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-spark-ha-noi/so-san-aidxc23372450
23371870,Chevrolet Spark 1.2 mt 2011,118000000.0,30/09/2025,2011,Máy xăng,Hatchback,Xe cũ,99000,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-spark-hcm/2011-lt-12-mt-99000-km-aidxc23371870
23371442,Chevrolet Spark 2016,147000000.0,29/09/2025,2016,Máy xăng,Hatchback,Xe cũ,20000,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-spark-hcm/2016-20000-km-aidxc23371442
23371856,Chevrolet Spark LT 2016,135000000.0,30/09/2025,2016,Máy xăng,Hatchback,Xe cũ,120000,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-spark-hcm/2016-lt-12-120000-km-aidxc23371856
23371257,Chevrolet Spark 1.2 mt 2017,130000000.0,28/09/2025,2017,Máy xăng,Hatchback,Xe cũ,12000,Số sàn,Nhập khẩu,Long An,https://oto.com.vn/mua-ban-xe-chevrolet-spark-long-an/2017-lt-12-mt-12000-km-aidxc23371257
23372453,Chevrolet Spark 2017,115000000.0,02/10/2025,2017,Máy xăng,Hatchback,Xe cũ,80000,Số sàn,Trong nước,Nghệ An,https://oto.com.vn/mua-ban-xe-chevrolet-spark-nghe-an/2017-tinh-trang-tot-aidxc23372453
23372054,Chevrolet Spark LTZ 1.0 AT 2013,158000000.0,01/10/2025,2013,Máy xăng,Hatchback,Xe cũ,12,Số tự động,Nhập khẩu,Tương Dương - Ninh Bình,https://oto.com.vn/mua-ban-xe-chevrolet-spark-ninh-binh/2013-ltz-10-at-12-km-aidxc23372054
23361258,Chevrolet Trailblazer 2.5L VGT LT 4x2 AT 2018,515000000.0,03/09/2025,2018,Máy dầu,SUV,Xe cũ,105000,Số tự động,Nhập khẩu,Bình Dương,https://oto.com.vn/mua-ban-xe-chevrolet-trailblazer-binh-duong/2018-lt-25l-vgt-4x2-at-aidxc23361258
23365982,Chevrolet Trailblazer 2.5L VGT 4x4 AT LTZ 2018,580000000.0,15/09/2025,2018,Máy dầu,SUV,Xe cũ,80000,Số tự động,Nhập khẩu,Bình Dương,https://oto.com.vn/mua-ban-xe-chevrolet-trailblazer-binh-duong/2018-ltz-25l-vgt-4x4-at-8-aidxc23365982
23339763,Chevrolet Trailblazer 2.5L 4×2 MT LT 2018,485000000.0,15/08/2025,2018,Máy dầu,SUV,Xe cũ,93000,Số sàn,Nhập khẩu,Đồng Phú - Bình Phước,https://oto.com.vn/mua-ban-xe-chevrolet-trailblazer-binh-phuoc/phu-hop-chay-gia-dinh-sieu-tinh-te-aidxc23339763
23372474,Chevrolet Trailblazer 2018,490000000.0,02/10/2025,2018,Máy dầu,SUV,Xe cũ,97000,Số tự động,Nhập khẩu,Đồng Nai,https://oto.com.vn/mua-ban-xe-chevrolet-trailblazer-dong-nai/2018-aidxc23372474
23363544,Chevrolet Trailblazer 2.5L VGT 4x4 AT LTZ 2018,580000000.0,09/09/2025,2018,Máy dầu,SUV,Xe cũ,90000,Số tự động,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-trailblazer-ha-noi/2018-ltz-25l-vgt-4x4-at-aidxc23363544
23317710,Chevrolet Trailblazer 2.5L VGT 4x4 AT LTZ 2018,620000000.0,05/05/2025,2018,Máy dầu,SUV,Xe cũ,80000,Số tự động,Nhập khẩu,Thanh Xuân - Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-trailblazer-ha-noi/tralblazer-at-ltz-2018-aidxc23317710
23310450,Chevrolet Trailblazer 2018,590000000.0,11/04/2025,2018,Máy xăng,N/A,Xe cũ,80000,Số tự động,Nhập khẩu,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-chevrolet-trailblazer-ha-noi/xe-cam-ket-may-zin-bao-check-aidxc23310450
23368725,Chevrolet Trailblazer 2.5L 4x4 AT LTZ 2018,550000000.0,21/09/2025,2018,Máy dầu,SUV,Xe cũ,85000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-trailblazer-hcm/2018-ltz-25l-vgt-4x4-at-85000-km-aidxc23368725
23357027,Chevrolet Trailblazer 2.5L VGT 4x4 AT LTZ 2019,570000000.0,22/08/2025,2019,Máy dầu,SUV,Xe cũ,86000,Số tự động,Nhập khẩu,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-trailblazer-hcm/ngon-bo-re-aidxc23357027
23331664,Chevrolet Trailblazer VGT 4×4 AT LTZ 2018,645000000.0,11/06/2025,2018,Máy dầu,SUV,Xe cũ,22000,Số tự động,Nhập khẩu,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-trailblazer-hcm/sieu-moi-di-luot-chi-22000km-chua-roda-xong-aidxc23331664
23338702,Chevrolet Trailblazer 2.5L 4×2 MT LT 2018,395000000.0,07/07/2025,2018,Máy dầu,SUV,Xe cũ,94000,Số sàn,Trong nước,Quận 12 - Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-trailblazer-hcm/trailbazer-2018-so-san-1-cau-aidxc23338702
23330619,Chevrolet Trailblazer LTZ 2.8 AT 4x4 2018,625000000.0,09/06/2025,2018,Máy dầu,SUV,Xe cũ,57000,Số tự động,Nhập khẩu,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-chevrolet-trailblazer-hcm/xe-ban-aidxc23330619
23367215,Chevrolet Vivant CDX-AT 2008,116000000.0,17/09/2025,2008,Máy xăng,Hatchback,Xe cũ,12500,Số tự động,Nhập khẩu,Bình Định,https://oto.com.vn/mua-ban-xe-chevrolet-vivant-binh-dinh/cdx-at-2008-116-trieu-aidxc23367215
23336230,Chevrolet Vivant 2008,88000000.0,30/06/2025,2008,Máy xăng,MPV,Xe cũ,178,Số tự động,Trong nước,Đắk Lắk,https://oto.com.vn/mua-ban-xe-chevrolet-vivant-dak-lak/2008-ban-du-aidxc23336230
23371383,Chevrolet Vivant 2 2010,115000000.0,29/09/2025,2010,Máy xăng,MPV,Xe cũ,128000,Số sàn,Trong nước,Hòa Thành - Đắk Lắk,https://oto.com.vn/mua-ban-xe-chevrolet-vivant-dak-lak/gd-can-ban-2008-zin-chuan-aidxc23371383
23369861,Chevrolet Vivant CDX-AT 2011,110000000.0,24/09/2025,2011,Máy xăng,MPV,Xe cũ,74500,Số tự động,Trong nước,Biên Hòa - Đồng Nai,https://oto.com.vn/mua-ban-xe-chevrolet-vivant-dong-nai/2011-cdx-20-at-74500-km-aidxc23369861
22796733,Chevrolet Vivant 2.0 2009,85000000.0,15/09/2025,2009,Máy xăng,Crossover,Xe cũ,150000,Số sàn,Trong nước,Đoan Hùng - Phú Thọ,https://oto.com.vn/mua-ban-xe-chevrolet-vivant-phu-tho/1-chu-tu-dau-chat-xe-lanh-ben-may-so-ngon-than-vo-chac-chan-aidxc22796733
23363195,Chiến Thắng Kenbo 2021,155000000.0,08/09/2025,2021,Máy xăng,Xe tải,Xe cũ,50000,Số sàn,Trong nước,Hưng Yên - Hưng Yên,https://oto.com.vn/mua-ban-xe-chien-thang-kenbo-hung-yen/ban-xe-da-qua-su-dung-doi-2021-lien-he-de-biet-them-ve-gia-aidxc23363195
23313204,Chiến Thắng Xe Ben 2022,250000000.0,17/04/2025,2022,Máy dầu,Xe tải,Xe cũ,77777,Số sàn,Trong nước,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-chien-thang-xe-ben-ha-noi/phat-mai-xe-tai-ben-loai-5-tan-sx-2022-aidxc23313204
23342122,Chrysler 300C 2010,480000000.0,16/07/2025,2010,Máy xăng,Sedan,Xe cũ,10,Số tự động,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-chrysler-300c-ha-noi/phien-ban-limited-35l-v6-aidxc23342122
23188776,Chrysler 300C 2008,390000000.0,18/09/2025,2008,Máy xăng,Sedan,Xe cũ,88950,Số tự động,Nhập khẩu,Bình Thạnh - Tp.HCM,https://oto.com.vn/mua-ban-xe-chrysler-300c-hcm/nhap-my-2008-loai-may-35-full-do-mot-doi-sg-trum-men-it-di-rat-moi-cua-so-tro-aidxc23188776
23340960,Chrysler 300C 2010,3600000000.0,14/07/2025,2010,Máy xăng,Sedan,Xe cũ,29536,Số tự động,Nhập khẩu,Quận 10 - Tp.HCM,https://oto.com.vn/mua-ban-xe-chrysler-300c-hcm/xe-limousine-noi-that-vip-phu-hop-chay-cuoi-hoi-don-khach-vip-showbiz-hoac-dich-vu-cao-cap-aidxc23340960
22928824,Citroen DS3 2011,299000000.0,25/09/2025,2011,Máy xăng,Coupe,Xe cũ,110000,Số tự động,Nhập khẩu,Thuận An - Bình Dương,https://oto.com.vn/mua-ban-xe-citroen-ds3-binh-duong/xe-sieu-dep-sieu-luot-aidxc22928824
23367820,Citroen DS3 2011,275000000.0,19/09/2025,2011,Máy xăng,N/A,Xe cũ,77000,Số tự động,Nhập khẩu,Đắk Lắk,https://oto.com.vn/mua-ban-xe-citroen-ds3-dak-lak/s-16-2-cua-nhap-phap-aidxc23367820
23371677,CMC Z7 2015,80000000.0,30/09/2025,2015,Máy dầu,Xe tải,Xe cũ,1,Số sàn,Nhập khẩu,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-cmc-z7-ha-noi/jupiter-phat-mai-so-mi-ro-mooc-cimc-aidxc23371677
