title,price,area,location,info,date,page
"Cho thuê biệt thự cực đẹp Linh Đàm: 280m2, nhà 4 tầng, 38tr",38 triệu/tháng,280 m²,Quận Hoàng Mai,7 PN  Nhà phố liền kề,8 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
"Cho thuê sàn Văn Phòng cực đẹp Hàm Nghi: diện tích 100m2, giá 15tr",15 triệu/tháng,100 m²,Quận Nam Từ Liêm,Văn phòng  Nội thất đầy đủ,8 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
Phòng Đẹp Nhà Biệt Thự Trong KĐT 9 Tầng Cầu Bươu,"2,6 triệu/tháng",20 m²,Huyện Thanh Trì,N/A,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
Căn Hộ dịch vụ 35m2 full nội thất từng phòng vào ở luôn  Dốc Tam Đa,"6,2 triệu/tháng",35 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",8 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
Cho thuê nhà mặt phố chính Linh đàm làm văn phòng-Đường 6 làn ô tô,19 triệu/tháng,70 m²,Quận Hoàng Mai,Văn phòng  Hoàn thiện cơ bản,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
Mặt bằng kinh doanh Nguyễn Xiển,8 triệu/tháng,48 m²,Quận Thanh Xuân,Mặt bằng kinh doanh,8 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
"Thuê trọ triều khúc, nguyễn xiển gần thuỷ lợi,HANU,gtvt","3,5 triệu/tháng",25 m²,Quận Thanh Xuân,Nội thất đầy đủ,8 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
Cho Thuê Căn Hộ Dịch Vụ Studio Cao Cấp 35m² Âu Cơ Tây Hồ Hà Nội,6 triệu/tháng,35 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",8 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
"Chính chủ cho thuê BT Anh Đào Vinhomes Riverside:180m2, 4 tầng,42tr",42 triệu/tháng,180 m²,Quận Long Biên,4 PN  Nhà biệt thự,8 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
Văn Phòng 50m2 Tầng 2 số 124 Lạc Trung HBT - HN,"5,5 triệu/tháng",50 m²,Quận Hai Bà Trưng,Văn phòng,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
CHO THUÊ NHÀ NGUYÊN CĂN 17m2 3 tầng ĐIỀU HÒA NÓNG LẠNH,4 triệu/tháng,20 m²,Quận Hoàng Mai,N/A,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
Chính chủ cho thuê phòng rộng,"4,2 triệu/tháng",45 m²,Quận Hoàng Mai,N/A,8 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
CCMN - mới tinh - ban công thoáng - tại Xuân Thủy - Cầu Giấy,4 triệu/tháng,20 m²,Quận Cầu Giấy,Nội thất đầy đủ,8 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
cho thuê nhà nguyên căn 4 tầng 5 ngủ,11 triệu/tháng,34 m²,Quận Hoàng Mai,"5 PN  Nhà ngõ, hẻm",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
Cho Thuê Căn Hộ Dịch Vụ Cao Cấp 1 Ngủ 1 Khách 70m² Âu Cơ Tây Hồ Hà Nội,10 triệu/tháng,70 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
CHO THUÊ CĂN HỘ 1 NGỦ 1 KHÁCH NGAY KHU NGOẠI GIAO ĐOÀN,"7,2 triệu/tháng",45 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",8 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
Mặt bằng kinh doanh DT45m nhà đẹp mặt phố Ô Chợ Dừa kinh doanh sầm uất,25 triệu/tháng,50 m²,Quận Đống Đa,Mặt bằng kinh doanh,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
Cho thuê Nhà 25m2 đủ điều hoà nóng lạnh wifi 322/22 Mỹ Đình Từ Liêm HN,"3,2 triệu/tháng",25 m²,Quận Nam Từ Liêm,"1 PN  Nhà ngõ, hẻm",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
cho thuê phòng trọ,2 triệu/tháng,25 m²,Quận Nam Từ Liêm,Nội thất đầy đủ,9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
"📢 CHO THUÊ PHÒNG TRỌ – GIÁ RẺ, TIỆN NGHI, AN TOÀN","3,5 triệu/tháng",25 m²,Quận Nam Từ Liêm,Nội thất đầy đủ,9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
CHO THUÊ NHÀ NGUYÊN CĂN LÊ VĂN THIÊM QUẬN TX 52/65M2-5 TẦNG-NGÕ Ô TÔ,30 triệu/tháng,52 m²,Quận Thanh Xuân,6 PN  Nhà biệt thự,9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
Cho Thuê Căn Hộ Dịch Vụ Studio Cao Cấp 70m² Hồ Ba Mẫu Đống Đa Hà Nội,10 triệu/tháng,70 m²,Quận Đống Đa,"1 PN  Căn hộ dịch vụ, mini",9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
"Nhà trọ 2 tầng, số 53, ngõ 896 Nguyễn Khoái, phường Vĩnh Hưng, Hà Nội",3 triệu/tháng,27 m²,Quận Hoàng Mai,Nội thất đầy đủ,9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
Cho thuê nhà nguyên căn Việt Hưng - Long Biên 10.5 triệu,"10,5 triệu/tháng",35 m²,Quận Long Biên,"3 PN  Nhà ngõ, hẻm",9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
"Cho thuê nhà riêng Bùi Xương Trạch, Khương Đình, Ngã Tư Sở",6 triệu/tháng,40 m²,Quận Thanh Xuân,"2 PN  Nhà ngõ, hẻm",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
"Cho thuê mặt bằng mặt phố Sa Đôi, Đại Mỗ:50m2, giá 6,5tr","6,5 triệu/tháng",50 m²,Quận Nam Từ Liêm,Mặt bằng kinh doanh  Nội thất cao cấp,9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
Cho thuê căn studio Mễ Trì chính chủ / 38m2 FUll ĐỒ,"4,5 triệu/tháng",38 m²,Quận Nam Từ Liêm,N/A,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
"cho thuê nhà đẹp ngõ 354 Giải Phóng: 55m2, 2 tầng, full nội thất 7,5tr","7,5 triệu/tháng",55 m²,Quận Hoàng Mai,"2 PN  Nhà ngõ, hẻm",9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
"Cho Thuê Căn Hộ Dịch Vụ 2PN Cao Cấp 110m² Âu Cơ, Tây Hồ, Hà Nội",15 triệu/tháng,110 m²,Quận Tây Hồ,"2 PN  Căn hộ dịch vụ, mini",9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
"Bóc tem CCMN Studio- 1n1k Full nội thất, ban công thoáng tại Giáp Bát","5,7 triệu/tháng",30 m²,Quận Hoàng Mai,"1 PN  Căn hộ dịch vụ, mini",9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=7
"Cho thuê nhà mặt ngõ 327 Vũ Tông Phan: 45m2, 6 tầng, 17.5tr","17,5 triệu/tháng",45 m²,Quận Thanh Xuân,"4 PN  Nhà ngõ, hẻm",9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
"Chính chủ cho thuê căn hộ Vũ Phạm Hàm: 30m2,full nội thất, 3,8tr","3,8 triệu/tháng",30 m²,Quận Cầu Giấy,1 PN  Chung cư,9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
"Cho thuê CCMN Studio- 1n1k full đồ có tủ lạnh, ban công tại Mỹ Đình","4,5 triệu/tháng",30 m²,Quận Nam Từ Liêm,"1 PN  Căn hộ dịch vụ, mini",9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
"Cho thuê căn hộ mới tinh Lê Quang Đạo: 25m2, full nội thất, 2tr",2 triệu/tháng,25 m²,Quận Nam Từ Liêm,1 PN  Chung cư,9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
Căn hộ tập thể tầng 1 ngõ 30 đường Phạm Văn Đồng,3 triệu/tháng,30 m²,Quận Cầu Giấy,1 PN  Chung cư,9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
"Văn phòng 130m2 phố Hoàng Quốc Việt,Q.Cầu Giấy",26 triệu/tháng,130 m²,Quận Cầu Giấy,Văn phòng  Hoàn thiện cơ bản,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
cho thuê nhà nguyên căn 401 xuân đỉnh,11 triệu/tháng,35 m²,Quận Bắc Từ Liêm,"5 PN  Hướng Tây  Nhà ngõ, hẻm",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
Cho Thuê Căn Hộ Dịch Vụ Cao Cấp 1 Ngủ 1 Khách 50m² Âu Cơ Tây Hồ Hà Nội,9 triệu/tháng,50 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",9 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
Nhà riêng - ô tô - 5pn - khu tt tăng thiết giáp - học viện cảnh sát,9 triệu/tháng,50 m²,Quận Bắc Từ Liêm,"5 PN  Nhà ngõ, hẻm",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
phòng trọ đep Ngọc Lâm 22m2 ô tô đỗ cửa cho thuê,"2,5 triệu/tháng",22 m²,Quận Long Biên,Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
phòng trọ quận đống đa ô chợ dừa,"3,2 triệu/tháng",18 m²,Quận Đống Đa,Nội thất đầy đủ,10 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
Cho Thuê Căn Hộ Dịch Vụ Studio Cao Cấp 40m² Âu Cơ Tây Hồ Hà Nội,7 triệu/tháng,40 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",10 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
Cho Thuê Mặt Bằng Kinh Doanh Văn Phòng DT 80m² Nguyễn Khoái HBT Hà Nội,18 triệu/tháng,80 m²,Quận Hai Bà Trưng,Mặt bằng kinh doanh  Hoàn thiện cơ bản,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
Phongg khép kín đủ đồ Ngõ 154 Trần Duy Hưng và 1008 Láng,2 triệu/tháng,15 m²,Quận Cầu Giấy,N/A,10 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
"Nha 5T Ngõ 55 chính kinh giá 2,2tr -2,6tr và 4,5tr","2,2 triệu/tháng",16 m²,Quận Thanh Xuân,N/A,10 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
"Phòng khép kín ngõ 15 Gốc đề minh khai giá 1,8tr -2,3tr và 4,5tr","1,8 triệu/tháng",16 m²,Quận Hai Bà Trưng,N/A,10 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
Cửa hàng 22m2 vừa xây mới lô góc ôtô đỗ cửa hợp làm bán tạp hoá kd onl,6 triệu/tháng,22 m²,Quận Nam Từ Liêm,Mặt bằng kinh doanh  Hoàn thiện cơ bản,10 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
"Cần cho thuê gấp mặt bằng kinh doanh : vp,cửa hàng",10 triệu/tháng,80 m²,Quận Đống Đa,Mặt bằng kinh doanh  Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
"CHO THUÊ CC 2PN, 2WC, 73m2 tại THE LEGEND, GIÁ CHỈ 15,5 triệu/tháng","15,5 triệu/tháng",73 m²,Quận Thanh Xuân,2 PN  Chung cư,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
"Cho thuê cửa hàng, ki ốt tại Chùa Bộc, 7 triệu, 18m2, giá cực chất",7 triệu/tháng,18 m²,Quận Đống Đa,Mặt bằng kinh doanh  Hoàn thiện cơ bản,10 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=8
Cho thuê kho,5 triệu/tháng,60 m²,Huyện Thanh Trì,Mặt bằng kinh doanh,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
Phòng trọ khép kín cho 01 nữ thuê,"1,25 triệu/tháng",12 m²,Huyện Thanh Trì,Nội thất đầy đủ,10 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
Sang nhượng cửa hàng trà sữa và mì trộn gần trường học,15 triệu/tháng,88 m²,Quận Thanh Xuân,Mặt bằng kinh doanh,10 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
"Cho thuê nhà 2,5 tầng Thụy Phương, giá rẻ",5 triệu/tháng,30 m²,Quận Bắc Từ Liêm,"2 PN  Hướng Đông  Nhà ngõ, hẻm",10 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
Ccmn 32m2 đủ đồ điều hoà có thang máy - nhà mới xây 9/25 trung tâm 322,"5,5 triệu/tháng",32 m²,Quận Nam Từ Liêm,"1 PN  Căn hộ dịch vụ, mini",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
CHO THUÊ NHÀ NGUYÊN CĂN HOẶC PHÒNG LẺ - NGAY BẾN XE MỸ ĐÌNH,4 triệu/tháng,100 m²,Quận Nam Từ Liêm,"3 PN  Hướng Nam  Căn hộ dịch vụ, mini",10 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
Cho thuê căn hộ studio Vinhomes smart city,"6,6 triệu/tháng",26 m²,Quận Nam Từ Liêm,1 PN  Chung cư,10 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
"Chính chủ cho thuê căn 2 ngủ, 2vs, dự án chung cư viện bỏng.",10 triệu/tháng,77 m²,Huyện Thanh Trì,2 PN  Hướng Đông Bắc  Chung cư,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
cho thuê phòng s2 ngõ 110/43 trần duy hưng,2 triệu/tháng,15 m²,Quận Cầu Giấy,Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
cho thuê nhà riêng Ngõ 281 Trương định điện nước đồng hồ riêng,"4,5 triệu/tháng",30 m²,Quận Hoàng Mai,"2 PN  Hướng Đông Nam  Nhà ngõ, hẻm",11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
"Cho thuê chung cư bảo vệ, tháng máy, xách vải về ở",7 triệu/tháng,40 m²,Quận Đống Đa,"2 PN  Hướng Đông Nam  Căn hộ dịch vụ, mini",11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
CHO THUÊ SHOP CHÂN ĐẾ - VỊ TRÍ MẶT SẢNH CỰC ĐẸP,25 triệu/tháng,44 m²,Huyện Gia Lâm,Shophouse  Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
"Cho thuê tầng 1 và 2, 100m2, tại Sunhouse Lacasta Văn Phú Hà Đông",14 triệu/tháng,100 m²,Quận Hà Đông,Mặt bằng kinh doanh,11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
"Cho thuê Biệt Thự Xuân Đỉnh - Ngoại Giao Đoàn, Gara Ô TÔ, 5PN, Full đồ",30 triệu/tháng,120 m²,Quận Bắc Từ Liêm,5 PN  Nhà biệt thự,11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
"Cho thuê nhà biệt thự 3 mặt thoáng, phố Lâm Du, đầu cầu Chương Dương",12 triệu/tháng,76 m²,Quận Long Biên,3 PN  Hướng Đông Nam  Nhà biệt thự,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
"Cho thuê liền kề 4 tầng, 83m2, 5PN, WC khép kín, KĐT Văn Khê, Hà Đông",19 triệu/tháng,83 m²,Quận Hà Đông,5 PN  Nhà phố liền kề,11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
Studio view hồ cách Big C Garden 300m,7 triệu/tháng,35 m²,Quận Nam Từ Liêm,N/A,11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
cho thuê phòng khép kín,"3,5 triệu/tháng",45 m²,Quận Ba Đình,Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
CHO THUÊ PHÒNG TRỌ Ở GHÉP GIÁ SIÊU RẺ TẠI CẦU GIẤY (2 BẠN NAM/PHÒNG),"1,5 triệu/tháng",20 m²,Quận Cầu Giấy,Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
Căn hộ Studio Ngõ 45 Trần Thái Tông- Nguyễn Phong Sắc 4.9tr - 6tr,"4,9 triệu/tháng",25 m²,Quận Cầu Giấy,"1 PN  Căn hộ dịch vụ, mini",11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=9
Căn hộ chung cư 35m mễ trì cho thuê,"4,5 triệu/tháng",35 m²,Quận Nam Từ Liêm,"1 PN  Hướng Đông Nam  Căn hộ dịch vụ, mini",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
"CĂN HỘ RIÊNG BIÊT, ĐỘC LẬP, KHÉP KÍN MẶT PHỐ 45 NGUYỄN VIẾT XUÂN 40m",12 triệu/tháng,40 m²,Quận Thanh Xuân,1 PN  Officetel,11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
trống 2p ở 85 bát khối,2 triệu/tháng,18 m²,Quận Long Biên,Nội thất đầy đủ,11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
CHO THUÊ MT CỬA HÀNG- 80m2- KDC IEC TỨ HIỆP,8 triệu/tháng,80 m²,Huyện Thanh Trì,Mặt bằng kinh doanh,11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
Trống 1p ở 158 nguyễn văn cừ,"1,9 triệu/tháng",15 m²,Quận Long Biên,Nội thất đầy đủ,11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
Trống 3p ở 23 Lý sơn,2 triệu/tháng,20 m²,Quận Long Biên,Nội thất đầy đủ,11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
Căn hộ 1P ngủ 30m Trần Duy Hưng Cho thuê,"5,5 triệu/tháng",30 m²,Quận Cầu Giấy,"1 PN  Hướng Đông Nam  Căn hộ dịch vụ, mini",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
Cho thuê phòng trọ 20m2 sau học viện quân sự ngõ 234 hoàng quốc việt,"2,5 triệu/tháng",20 m²,Quận Bắc Từ Liêm,Nội thất đầy đủ,11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
📢 CHO THUÊ MẶT BẰNG KINH DOANH TẠI THE MATRIX ONE – VỊ TRÍ ĐẮC ĐỊA 📢,100 triệu/tháng,130 m²,Quận Nam Từ Liêm,Mặt bằng kinh doanh  Hoàn thiện cơ bản,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
phòng trọ 20m2 ở 68 ngọc thuỵ,"2,5 triệu/tháng",20 m²,Quận Long Biên,Nội thất đầy đủ,11 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
Cho thuê nhà phố Trần Điền - Phường Định Công,5 triệu/tháng,70 m²,Quận Hoàng Mai,"1 PN  Hướng Đông Nam  Nhà ngõ, hẻm",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
"Cho thuê lâu dài 1.5 triệu 1 người 1 tháng( bao điện, nước…)","1,5 triệu/tháng",40 m²,Quận Bắc Từ Liêm,Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
cho thuê biệt thự 150m2 x 3 tầng phố trịnh văn bô,25 triệu/tháng,150 m²,Quận Nam Từ Liêm,Văn phòng,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
cho thuê phòng toà Hanoi centerpoint,14 triệu/tháng,63 m²,Quận Thanh Xuân,2 PN  Hướng Đông Nam  Chung cư,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
Căn hộ chung cư 1P ngủ 35m Cho thuê,6 triệu/tháng,45 m²,Quận Nam Từ Liêm,"1 PN  Hướng Đông Nam  Căn hộ dịch vụ, mini",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
"Chính chủ cho thuê căn hộ 2PN tại Trần Phú, Ba Đình - Full nội thất","11,5 triệu/tháng",60 m²,Quận Ba Đình,"2 PN  Căn hộ dịch vụ, mini",12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
"Cần cho thuê căn hộ tập thể Vĩnh Hồ 40m2, 2 phòng ngủ",6 triệu/tháng,40 m²,Quận Đống Đa,"2 PN  Hướng Đông Nam  Tập thể, cư xá",12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
Cho thuê nhà khu Nhật Tảo - Đông Ngạc - Bắc Từ Liêm,8 triệu/tháng,100 m²,Quận Bắc Từ Liêm,"2 PN  Nhà ngõ, hẻm",12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
Nhà mặt phố cho thuê 208 Thái Hà 55m2x5 mặt tiền 5m vị trí đắc địa,55 triệu/tháng,55 m²,Quận Đống Đa,Mặt bằng kinh doanh,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
[SIÊU PHẨM]  CHÍNH CHỦ cho thuê nhà mặt phố KHÚC THỪA DỤ.,285 triệu/tháng,150 m²,Quận Cầu Giấy,Mặt bằng kinh doanh  Nội thất cao cấp,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=10
[SIÊU PHẨM]  CHÍNH CHỦ cho thuê nhà mặt phố KHÚC THỪA DỤ.,285 triệu/tháng,150 m²,Quận Cầu Giấy,Mặt bằng kinh doanh  Nội thất cao cấp,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
phòng tầng 2 view đẹp hồ tây,4 triệu/tháng,30 m²,Quận Tây Hồ,N/A,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
"Cho thuê mặt bằng kinh doanh,văn phòng,online...ch","3,2 triệu/tháng",18 m²,Quận Đống Đa,Văn phòng  Hoàn thiện cơ bản,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
mặt bằng 90m tầng 2-3 ngã 4 hàng bông-phùng hưng,14 triệu/tháng,90 m²,Quận Hoàn Kiếm,Mặt bằng kinh doanh,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
Nhà đẹp cho thuê lâu dài hộ gia đình,25 triệu/tháng,36 m²,Quận Nam Từ Liêm,"3 PN  Hướng Đông Bắc  Nhà ngõ, hẻm",12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
"Cho thuê văn phòng tại Bạch Mai, DT 25m² đầy đủ nội thất,Giá 4 triệu.",4 triệu/tháng,25 m²,Quận Hai Bà Trưng,Văn phòng,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
CHO THUÊ CĂN 2 NGỦ + 2 VS Ở VINHOMES SMART CITY -NAM TỪ LIẺM - HÀ NỘI,"9,5 triệu/tháng",55 m²,Quận Nam Từ Liêm,2 PN  Hướng Tây Bắc  Chung cư,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
Chính chủchothuê vănphòng tòa D2-giảng Võ Ba Đình HN diện tích 20-120m,"5,2 triệu/tháng",15 m²,Quận Ba Đình,Văn phòng  Nội thất đầy đủ,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
Quỹ căn hộ cho thuê giá rẻ nhất tháng 9 tại Smart City - Tây Mỗ,6 triệu/tháng,28 m²,Quận Nam Từ Liêm,1 PN  Hướng Tây Bắc  Chung cư,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
"Cho thuê văn phòng tại Hai Bà Trưng,25m² đầy đủ nội thất,giá 4 triệu.",4 triệu/tháng,25 m²,Quận Hai Bà Trưng,Văn phòng  Hoàn thiện cơ bản,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
"ĐƯỜNG CHỢ THUÊ GẤP CỬA HÀNG MẶT TIỀN ĐẸP, KINH DOANH ĐẮT KHÁCH",4 triệu/tháng,25 m²,Quận Hoàng Mai,Mặt bằng kinh doanh  Nội thất đầy đủ,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
"CHO THUÊ CĂN HỘ CAO CẤP DCAPITALE TRẦN DUY HƯNG 3PN, FULL ĐỒ",30 triệu/tháng,94 m²,Quận Cầu Giấy,3 PN  Chung cư,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
căn hộ chung cư 1P ngủ thang máy 20m tú mỡ cho thuê,4 triệu/tháng,20 m²,Quận Cầu Giấy,"1 PN  Hướng Đông Bắc  Căn hộ dịch vụ, mini",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
Cho thuê phòng trọ khép kín,"3,5 triệu/tháng",20 m²,Quận Tây Hồ,Nội thất đầy đủ,12 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
Chính chủ cho thuê Phòng khép kín Thang Máy,"3,8 triệu/tháng",20 m²,Quận Đống Đa,"1 PN  Căn hộ dịch vụ, mini",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
căn hộ đủ đồ trúc bạch - quán thánh,"6,5 triệu/tháng",50 m²,Quận Ba Đình,"1 PN  Căn hộ dịch vụ, mini",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
"Cho thuê Vinhomes Gardenia, Hàm Nghi 60m2 1PN 1VS full đồ chỉ 14tr/th",14 triệu/tháng,60 m²,Quận Nam Từ Liêm,1 PN  Chung cư,13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
Cho thuê trọ/ chung cư Mini 137 Phùng Khoang,"4,9 triệu/tháng",35 m²,Quận Nam Từ Liêm,Nội thất đầy đủ,13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
